
❤️歌曲,#genre#
火炬手,https://vd3.bdstatic.com/mda-jar0302925j1nwep/hd/mda-jar0302925j1nwep.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D

🎭戏曲频道,#genre#
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190620/a29c33a840fc002a2c024a2b8b41cc5d.mp4

🎼 音乐MV,#genre#
周柏豪-还记得,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000ca9qcubc77u3d3jrsp9g&ratio=720p&line=0
粤语剧场版22,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c311b5bd23a54f0370019939fe903f_258.mp4

🎭戏曲频道,#genre#
黄梅戏七仙女,http://gcw.bdcdn.shoujiduoduo.com/v/191211/9ed54cfd1c55624e227f28ca40c6a4ab.mp4
黄梅戏春香传,http://gcw.bdcdn.shoujiduoduo.com/v/190221/6a38928efbe1f76f04f14a94197cc6d6.mp4
曲剧,http://gcw.bdcdn.shoujiduoduo.com/v/190419/9e086a2c7ef700f51bb480e522a947ae.mp4

🎸演唱会场,#genre#
刘德华1999演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTQ0NDlfODI4NTk1NTQ0XzM5NDM1NzU0Njc0XzJfMw==_b_B98fc4057c592f311f03825bd7f3bb05c.mp4

🎭戏曲频道,#genre#
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190624/af0375b07c4a9337d8aa387ba0d3ae0a.mp4
粤语剧场版44,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c45925bd908b4f037001993efdfa5e_258.mp4
秦腔二进宫选段,http://gcw.bdcdn.shoujiduoduo.com/v/190605/9a4a9f8ea7fdebb896b9d2ae9eb42114.mp4
粤语剧场版21,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c3112abbe56b4f0370019939fc8599_258.mp4
(曲剧【秦香莲】全场●河南省曲剧团●★mp4,http://gcw.bdcdn.shoujiduoduo.com/v/190318/114d1ca4f536bc0b172ceb9ddb07eb36.mp4

🎼 音乐MV,#genre#
容祖儿-续集,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000cdaap5bc77u0ioga7ah0&ratio=720p&line=0
粤语热门串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8efad98e89ffa0103700199e8582d78_258.mp4

🎭戏曲频道,#genre#
十冬腊月天你不该拿着那芦花当丝棉,http://gcw.bdcdn.shoujiduoduo.com/v/190519/46d622ba7c7985c5e8045be5a1975188.mp4
曲剧《龙情》,http://gcw.bdcdn.shoujiduoduo.com/v/190213/83b5aee6b0ae5ea6e0951c9169838997.mp4
曲剧《卷席筒》选段,http://gcw.bdcdn.shoujiduoduo.com/v/200618/f72a7218b1eded2f2b7bf043176f92a7.mp4

🎼 音乐MV,#genre#
江语晨-浪漫爱,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fd80000bqt2lkroe0ndof6sf6d0&ratio=720p&line=0

🎭戏曲频道,#genre#
二人台小放牛,http://gcw.bdcdn.shoujiduoduo.com/v/191212/c1ce88590d948dde187d414b0ed326ed.mp4

🎼 音乐MV,#genre#
许绍洋-花香,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200f290000bt10bsspfrfvn0rsvfhg&ratio=720p&line=0

🎭戏曲频道,#genre#
秦腔全本《卖妙郎》银川市秦腔剧团演出,http://gcw.bdcdn.shoujiduoduo.com/v/190518/10003127.mp4
田威虎,http://gcw.bdcdn.shoujiduoduo.com/v/191227/bf06f5573bbab198867401145d650d5c.mp4
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190802/0fa24b311630c9199c05493e4217f5b5.mp4
醉千年李袁杰,http://vd3.bdstatic.com/mda-ihai9qt3yny3sx53//mda-ihai9qt3yny3sx53.mp4?pd=19&vt=1

👨‍👩‍👦‍👦经典小品,#genre#
赵四借媳妇儿,http://gcw.bdcdn.shoujiduoduo.com/201805/0236-58.mp4

🎭戏曲频道,#genre#
河曲二人台牌子曲《西江月》,http://gcw.bdcdn.shoujiduoduo.com/v/200201/c386dae48f7df5949df61261b070fdd0.mp4
经典Dj嗨歌06,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c6469e07c6590103700199468fad62_258.mp4
曲剧《楚山宝》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/1ade9113a8bcc9385cc6e9df9871a27e.mp4
莺歌燕舞民间二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190809/7ef0d301b8ba625ed23c6b11db351b52.mp4
经典Dj嗨歌07,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c64721bd88e84f037001994687eb6c_258.mp4
灌篮AI黄家驹,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c0461f072ec101037001992f147f11_258.mp4
秦芳欣表演,http://gcw.bdcdn.shoujiduoduo.com/v/190613/1b015c533e065640f025f440158384ae.mp4
曲剧下朝来一边走一边长叹李天方,http://gcw.bdcdn.shoujiduoduo.com/v/190718/664cfdec0eb7ae39b7ff5c3daab7729c.mp4
刘艳丽演唱曲剧《老鼠嫁女》好玩!,http://gcw.bdcdn.shoujiduoduo.com/v/200914/865e9898babe5bee65b4e7a834390aae.mp4
粤语剧场版43,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c45863071bf901037001993efc1c39_258.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190926/edde31e6fcbc72a7ef2203b9b9cad3a0.mp4
粤语说唱版07,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c16291bd6f234f03700199336aa526_258.mp4
粤语剧场版36,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c454d9bc2f934f037001993eed28cb_258.mp4

🎵周杰伦MV,#genre#
龙拳,https://cfss.cc/api/kg/759385.mp4

🎭戏曲频道,#genre#
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190714/79f329b25bd56d24d99d64c49da7ca84.mp4
经典Dj嗨歌05,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c64536bc37604f03700199467f7a63_258.mp4
粤语剧场版57,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c465a107216501037001993f2e7374_258.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/191003/1dacb6c7907dae26e14d1043cdcc8800.mp4
秦腔杨红梅,http://gcw.bdcdn.shoujiduoduo.com/v/200320/4f229afb544e1b90383d1ee58069a816.mp4

💃广场舞频,#genre#
29,https://txmov2.a.kwimgs.com/upic/2022/06/01/05/BMjAyMjA2MDEwNTQzNTlfOTU2MzA3MDg4Xzc1NzE0MDYxNTk3XzJfMw==_b_B152552e8b75265af958830cfd482f86f.mp4
粤语剧场版11,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c28893bce2664f0370019937e82dc9_258.mp4
粤语剧场版46,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c45c63bd9c174f037001993f0a5f1a_258.mp4
毛不易 Ⅰ 借,https://vd3.bdstatic.com/mda-ii2njckdbkmmcp81//mda-ii2njckdbkmmcp81.mp4?pd=20

🎭戏曲频道,#genre#
抱娇儿止不住悲声大放!,http://gcw.bdcdn.shoujiduoduo.com/v/190608/194edc031eeaed2d7f7ca2589e6768ec.mp4
牛郎织女,http://gcw.bdcdn.shoujiduoduo.com/v/200227/9d52e829ee706c3d5170d13bfac85b70.mp4
晋剧梵王宫选段-王爱爱刘雪梅,http://gcw.bdcdn.shoujiduoduo.com/v/190617/d81b7b3adaf01691f82d395275e2ae69.mp4
晋剧算粮登殿,http://gcw.bdcdn.shoujiduoduo.com/v/190531/3e0024131e184b61868238415002898d.mp4
粤语剧场版41,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c45731bc6f5c4f037001993ef68ecb_258.mp4

🎼 音乐MV,#genre#
萧亚轩-突然想起你,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000cr2kg7vog65lkksge090&ratio=720p&line=0
粤语说唱版13,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1681fbd7d534f03700199337fd3fe_258.mp4

🎭戏曲频道,#genre#
听臣把心病奏吾皇,http://gcw.bdcdn.shoujiduoduo.com/v/190624/2f080bc5a284f70f38b92664a9e3444f.mp4
天映电影欣赏,http://rihou.cc:555/tv/[Hk]天映电影
粤语剧场版26,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c31c12bd3aff4f037001993a271560_258.mp4
“小仓娃我离了-登封小县”选段-曲剧《卷席筒》杨学,http://gcw.bdcdn.shoujiduoduo.com/v/190602/8b28dec624f172d186f11fc7290c48ff.mp4
凄惨结局!,http://gcw.bdcdn.shoujiduoduo.com/v/190703/964530e611ef9c0f468187530ff35df5.mp4
经典Dj嗨歌02,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c643e2bc5a744f03700199467b4c09_258.mp4
粤语剧场版03,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1be4cbc6a644f0370019934d1da11_258.mp4

🎼 音乐MV,#genre#
林韵乔/叶梓晴-机场北,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000cp32qpjc77uf5eu3igtg&ratio=720p&line=0
Twins/boyz-死性不改,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000cfvjrkbc77u74v6btr50&ratio=720p&line=0

🎵周杰伦MV,#genre#
床边故事,https://cfss.cc/api/kg/580845.mp4

🎭戏曲频道,#genre#
海连池曲剧《卷席筒》经典选段：小仓娃跪大堂诉冤枉,http://gcw.bdcdn.shoujiduoduo.com/v/190223/09e4765a1fdf115854f683e7fa863377.mp4
张新芳——曲剧《陈三两》：陈三两迈步上公庭,http://gcw.bdcdn.shoujiduoduo.com/v/210118/6c7200369ec769f15448231b47e8bab3.mp4
粤语剧场版19,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c30feb0716bb010370019939f79ac4_258.mp4

🎼 音乐MV,#genre#
邓紫棋-17首合集,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000cucbtmfog65l35tmqu7g&ratio=720p&line=0
周柏豪-我的宣言,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000c7sm6u3c77uace3houd0&ratio=720p&line=0

🎭戏曲频道,#genre#
年老人怎禁这风雪旋!,http://gcw.bdcdn.shoujiduoduo.com/v/190605/6b44b90dfad0379f6cc6ae14354af580.mp4
粤语剧场版32,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c31f58bc78154f037001993a33df9b_258.mp4
曲剧《李豁子离婚》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201115/66568433507300287649a7579cfe59d0.mp4
20130928李豁子唱段.曲剧表演艺术家李天方演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190304/951409acd26e4d06be3d1b6ea1bc4ad8.mp4
曲剧名家胡希华曲剧《李豁子我遭了啥罪》,http://gcw.bdcdn.shoujiduoduo.com/v/190711/123d9450d12ba8ac814e5842c1463256.mp4

🎼 音乐MV,#genre#
mr-森林,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000c2ofpk3c77u6arm34eeg&ratio=720p&line=0
粤语-LAK串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8db8745e895c80103700199998b9637_258.mp4
粤语剧场版28,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c31d0907eb2b01037001993a2ad77c_258.mp4
粤语说唱版15,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c169230728170103700199338a69d7_258.mp4
by2-你并不懂我,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000crhpin7og65vnbko3vm0&ratio=720p&line=0

💃广场舞频,#genre#
45,https://alimov2.a.kwimgs.com/upic/2022/05/27/05/BMjAyMjA1MjcwNTUzNTBfOTU2MzA3MDg4Xzc1MzI5ODA1NTM3XzJfMw==_b_B2605528ff042a8782fb357dcac5d658d.mp4

🎼 音乐MV,#genre#
我的心太乱,https://alimov2.a.kwimgs.com/upic/2023/10/14/10/BMjAyMzEwMTQxMDI4MDhfMzM5Njk4MTMyNl8xMTQ5NDYwNjk3OTFfMF8z_b_B403e1520b39d90b4446cfee21732e058.mp4
杨千嬅-野孩子,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000co0lujbc77ub5fefi6p0&ratio=720p&line=0
何润东-我记得我爱过,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000cm12qa3c77u3pbdnrr00&ratio=720p&line=0

🎭戏曲频道,#genre#
王爱爱,http://gcw.bdcdn.shoujiduoduo.com/v/191225/8254f30470e315c1fee78fb1493424ec.mp4
曲剧小折子《孤男寡女》李天方,http://gcw.bdcdn.shoujiduoduo.com/v/190706/3676c145c6f733a449f10d5bf1c6f500.mp4

🎼 音乐MV,#genre#
陈奕迅-单车,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000ctpv5tvog65qksofvds0&ratio=720p&line=0

🎭戏曲频道,#genre#
梨园春版方素珍,http://gcw.bdcdn.shoujiduoduo.com/v/190822/5668e504ad82c60607d315479d821990.mp4

🎼 音乐MV,#genre#
李克勤-护花使者,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000cit40pbc77uae67r96cg&ratio=720p&line=0
粤语剧场版01,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1b8b2bc31f54f0370019934c13583_258.mp4
林子祥-男儿当自强,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300f4a0000bt4chkq5lp9jpvrs4u0g&ratio=720p&line=0

🌸女团频道,#genre#
❥35,https://188sp.711888.xyz/188/video.php

🎼 音乐MV,#genre#
张芸京-偏爱,https://www.iesdouyin.com/aweme/v1/play/?video_id=v1e00fgi0000csmuo9fog65j08392110&ratio=720p&line=0
粤语剧场版34,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c3208607003101037001993a38aa4c_258.mp4
粤语说唱版04,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c16502bc27294f03700199337327e3_258.mp4

👨‍👩‍👦‍👦经典小品,#genre#
赵丽蓉人民战争,http://gcw.bdcdn.shoujiduoduo.com/v/191212/705b3904da37837b6eecd5168063e654.mp4

🎵周杰伦MV,#genre#
手语,https://cfss.cc/api/kg/601348.mp4

🎼 音乐MV,#genre#
周柏豪-小白,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000c9go7bjc77u3qv0480gg&ratio=720p&line=0
粤语剧场版07,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c1c1f707f05c010370019934e3b48b_258.mp4

🎭戏曲频道,#genre#
陈百甫板胡,http://gcw.bdcdn.shoujiduoduo.com/v/200205/969e241fff8b79bd1386f6f2a417a698.mp4

🎼 音乐MV,#genre#
罗志祥-爱转角,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000cjn0p03c77u6rj0bkt80&ratio=720p&line=0
陈奕迅-十面埋伏,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000csjohunog65ideqnh670&ratio=720p&line=0
陈奕迅-落花流水,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000cngumojc77ubsn73764g&ratio=720p&line=0

🎵周杰伦MV,#genre#
Mojito,https://cfss.cc/api/kg/2697588.mp4

🎼 音乐MV,#genre#
张韶涵-无名的人,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000ctari87og65ksgs0rnpg&ratio=720p&line=0

🎭戏曲频道,#genre#
秦腔荒郊义救选段-张武宏,http://gcw.bdcdn.shoujiduoduo.com/v/190818/9f90b4718102660ee28c3a1801cdec65.mp4

🎵周杰伦MV,#genre#
西西里,https://cfss.cc/api/kg/14853195.mp4
粤语说唱版03,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c15bf007f51d0103700199334fdb54_258.mp4

🎼 音乐MV,#genre#
飞儿乐团-我们的爱,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000c895oo3c77ud27p9ic50&ratio=720p&line=0

🎵周杰伦MV,#genre#
彩虹,https://cfss.cc/api/kg/355.mp4
粤语剧场版42,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c457a8bda9eb4f037001993ef8c5d3_258.mp4
粤语剧场版27,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c31c8d071f9801037001993a28db08_258.mp4
粤语剧场版35,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c3214007f65301037001993a3bb583_258.mp4

🎼 音乐MV,#genre#
郑中基-无赖,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000cmaj7d7og65vg4bdm0h0&ratio=720p&line=0
高清舞曲,https://txmov2.a.kwimgs.com/upic/2022/03/25/20/BMjAyMjAzMjUyMDUyNTZfMjM0NDc1MTE5N183MDQ0NzkzMTQxOV8wXzM=_b_B383b34c7a7c97f97b5350f622d8da0a6.mp4?tag=1-1648554367-std-1-puqq96jiry-1167f7fd60758f88&clientCacheKey=3x3qtumzyu5rh6w_b.mp4&tt=b&di=79c43beb&bp=12681

🎭戏曲频道,#genre#
好听,http://gcw.bdcdn.shoujiduoduo.com/v/190203/578c5362ec8840f354a99196387f11d5.mp4

🎼 音乐MV,#genre#
杨千嬅-处处吻,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000crdghifog65nm151qkh0&ratio=720p&line=0
经典Dj嗨歌01,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c0531dbca1064f037001992f48d0cd_258.mp4
连诗雅-好好过,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000chjmaarc77u1lp7ig8c0&ratio=720p&line=0

👨‍👩‍👦‍👦经典小品,#genre#
马路情歌-冯巩周涛,http://uptt.gcwduoduo.com/v/181110/bffe379ba1daf33e0e55dbc54b3046f6.mp4

🎼 音乐MV,#genre#
林俊杰-不潮不用花钱,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000c7kn32bc77u538kgoopg&ratio=720p&line=0
by2-你并不懂我,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000c8bids3c77ufr1d2duag&ratio=720p&line=0
青山黛玛-留在我身边,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000caf9b1jc77u3vnrog8mg&ratio=720p&line=0
粤语剧场版10,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c2876207175d010370019937e386d5_258.mp4
粤语劲爆串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8ccfd682b29e5010370019960c10c99_258.mp4
海阔天空绝版,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8bda53107d42b010370019924cf1f9a_258.mp4
粤语剧场版06,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1c14abd062e4f0370019934dcd026_258.mp4
粤语剧场版18,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c30f7307cfbe010370019939f5cbe7_258.mp4
粤语说唱版02,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c0e3a6bc90554f03700199317a91d9_258.mp4
陈慧娴-情意结,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000c7mte0bc77u646crfqj0&ratio=720p&line=0

🎭戏曲频道,#genre#
李天方演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190609/6690ac91bca405dca8cada0ced8b054d.mp4

🎼 音乐MV,#genre#
梁咏琪-灰姑娘,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000c3r9krjc77u4v5e0hcig&ratio=720p&line=0
南征北战-我的天空,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fbf0000bt8nuaevamb718qchkt0&ratio=720p&line=0
飞儿乐团-你的微笑,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000c9t0f8rc77u1ksr5jbj0&ratio=720p&line=0

👨‍👩‍👦‍👦经典小品,#genre#
过河-潘长江,http://uptt.gcwduoduo.com/v/190528/21f13ec36f07ebbf366659673712e667.mp4

🎼 音乐MV,#genre#
周柏豪-传闻,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000c9d38o3c77u1jf2r3r6g&ratio=720p&line=0
粤语剧场版59,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c466c707d9de01037001993f33873d_258.mp4

👨‍👩‍👦‍👦经典小品,#genre#
山匪拜寿-程野,http://uptt.gcwduoduo.com/v/220720/9848882b72698aeaa85b48eb9cf0aaaa.mp4

🎼 音乐MV,#genre#
吕方-你的浅笑,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000cmp585fog65v3t4i0v80&ratio=720p&line=0
黎瑞恩-一人有一个的梦想,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000ce4s2g3c77ub64mff9qg&ratio=720p&line=0
Twins-风筝与风,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fda0000bshv5b74vs5fah61kna0&ratio=720p&line=0
Twins-下一站天后,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000c9hsmhrc77u8bcep14rg&ratio=720p&line=0

👨‍👩‍👦‍👦经典小品,#genre#
功夫-赵本山范伟,http://uptt.gcwduoduo.com/v/181110/3542142ad92cdadc07142bd64b106500.mp4

🎵周杰伦MV,#genre#
倒影,https://cfss.cc/api/kg/10919745.mp4
粤语剧场版60,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c4674107391101037001993f34c2c4_258.mp4

🎭戏曲频道,#genre#
曲剧1,http://gcw.bdcdn.shoujiduoduo.com/v/191009/7d5524c35adc0763d87868a140b051be.mp4

🎼 音乐MV,#genre#
容祖儿-16号爱人,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000ckl4ehrc77u5t25hkci0&ratio=720p&line=0

👨‍👩‍👦‍👦经典小品,#genre#
心病-赵本山,http://uptt.gcwduoduo.com/v/190528/ad11d8507454d002d52cf31e5515bde2.mp4
花盆-黄宏,http://uptt.gcwduoduo.com/v/181110/4e1175ce7f85e0eb9edb836c67a580f1.mp4
粤语女声串二,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c788c00738e201037001994b71736e_258.mp4
囧途航班-宋小宝贾冰,http://uptt.gcwduoduo.com/v/220621/104253a1c26665b46e7b976e2dacf708.mp4

🎼 音乐MV,#genre#
邓丽欣/傅颖-亲朋勿友,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000ccs4uirc77u12f0g60vg&ratio=720p&line=0
粤语抖音串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8dfce27e8a6cd0103700199aa4081b1_258.mp4
粤语剧场版16,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c30e71073ce6010370019939f1ec20_258.mp4

👨‍👩‍👦‍👦经典小品,#genre#
跟着媳妇当保姆-冯巩朱军,http://uptt.gcwduoduo.com/v/181110/0650ed5311b8750b7aa48e8c2a441b7c.mp4

🎼 音乐MV,#genre#
陶喆-就是爱你,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000c2j1oprc77u04674qfu0&ratio=720p&line=0

🎭戏曲频道,#genre#
秦腔赶坡选段,http://gcw.bdcdn.shoujiduoduo.com/v/201029/eb7fbb8b56dade1730ec3a521a276b3c.mp4

👨‍👩‍👦‍👦经典小品,#genre#
相亲5-宋小宝,http://uptt.gcwduoduo.com/v/220420/f4b21b54f98cc7e4a48023442eecb9a9.mp4

🎼 音乐MV,#genre#
陈慧娴-人生何处不相逢,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000chrn8sjc77u9t0ofndkg&ratio=720p&line=0

👨‍👩‍👦‍👦经典小品,#genre#
送水工-赵本山,http://uptt.gcwduoduo.com/v/181110/fff6f7161025c1ae11713e683d2b9c30.mp4
粤语剧场版65,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c469d0071fab01037001993f3fffec_258.mp4
送礼-蔡明郭达,http://uptt.gcwduoduo.com/v/181110/3e7da391047f125d77470feea8b2e265.mp4

🎼 音乐MV,#genre#
麦浚龙-耿耿于怀,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000cf2gn93c77uam6kuerdg&ratio=720p&line=0

🎭戏曲频道,#genre#
不愧是戏曲上的不倒翁,http://gcw.bdcdn.shoujiduoduo.com/v/190617/d37e4e0a63b5cfd4ec0c05edb64351e4.mp4

🎼 音乐MV,#genre#
罗志祥-爱不单行,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000ck0eshjc77uf7o7ivnpg&ratio=720p&line=0
吴若希-错过了,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000cton3mvog65nv5hqgf50&ratio=720p&line=0
逃之夭夭,http://mobi.kuwo.cn/tmevideo/tme12155598.mp4

👨‍👩‍👦‍👦经典小品,#genre#
毛县令办案-潘长江,http://uptt.gcwduoduo.com/v/190528/c0e9a77c5162d1143e596943f25bf04a.mp4
免费电话-李金斗大兵,http://uptt.gcwduoduo.com/v/181110/5b6cc63c06e7e78104d62e8b391ceb0f.mp4
粤语剧场版45,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c4599607107801037001993effcb0c_258.mp4

🎼 音乐MV,#genre#
杨丞琳-雨爱,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000c25llp3c77uemntbq6o0&ratio=720p&line=0

🎭戏曲频道,#genre#
秦腔辕门斩子-刘随社,http://gcw.bdcdn.shoujiduoduo.com/v/190809/b7ced382854ce37580e52fbe424fd081.mp4

👨‍👩‍👦‍👦经典小品,#genre#
小崔说事-赵本山宋丹丹,http://uptt.gcwduoduo.com/v/181110/dc11345e9bf164b2e1cfdf09f6922524.mp4
粤语_PG'串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d89cc31cde8c4f037001998e2818b6_258.mp4
粤语剧场版04,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1bf3dbbe4014f0370019934d4f1dc_258.mp4
甄嬛歪传-宋小宝,http://uptt.gcwduoduo.com/v/220702/6fd44b94ee6a4c6ca9bb3cf9e9a4e933.mp4
粤语剧场版24,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c31aa7bbf3364f037001993a21bce4_258.mp4
买年货-赵本山,http://uptt.gcwduoduo.com/v/220517/42619f0a30cbc99e8a1d9fff5e3984f6.mp4

🎼 音乐MV,#genre#
许廷铿-面具,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0200ffe0000bsma66222nggd3hrnnrg&ratio=720p&line=0
人生如歌,http://mobi.kuwo.cn/tmevideo/tme1257678.mp4
孤独的王,http://mobi.kuwo.cn/tmevideo/tme1257703.mp4
粤语剧场版49,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c45f2ebd97434f037001993f1842d5_258.mp4
烟雨人间,http://mobi.kuwo.cn/tmevideo/tme1257648.mp4

👨‍👩‍👦‍👦经典小品,#genre#
方清平倪萍,http://uptt.gcwduoduo.com/v/191017/e72c99b584c26337138c62db14ca22f8.mp4
往日少年家驹,https://sns-video-default.xhscdn.com/stream/1/110/258/01e927e7581658b7010370019ac3e18182_258.mp4
粤语剧场版02,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c1bc1e070e9d010370019934c98cdd_258.mp4

🎼 音乐MV,#genre#
吴雨霏-留不低,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0d00fg10000cae08n3c77u2lghi4a9g&ratio=720p&line=0
粤语剧场版12,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c289efbcc64c4f0370019937ed07ec_258.mp4
两个世界,http://mobi.kuwo.cn/tmevideo/tme1932603.mp4
阿果吉曲,http://mobi.kuwo.cn/tmevideo/tme1257647.mp4
